SurveyYear,SurveyPeriod,SiteName,StartDate,EndDate,Race,EstimatedAnnualIncome,ZipCode,SurveyResponseID,Q1 - DoMoreVolunteerWork,Q2 - SeeFriendsMore,Q3 - TakeCareOfHealth,Q4 - EatBetterMeals,Q5 - HaveMoreEnergy,Q6 - FeelHappier,Q7 - SomethingToLookForwardTo,Q8 - KnowWhereToAsk,Q9 - FeelIndependent,Q10 - FeelSeniorCenterPositiveEffect,Q11 - LearnNewThings,Q12 - LearnedAboutServices,Q13 - MoreActive,Q14 - WouldRecommendSeniorCenter,Open1 - HowSeniorCenterChangedLife,Open2 - ParticipateInTheseActivities
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98103,68,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,"Help with social service, medicare, and other things. Friends to visit with.",Occasional outings
2015,1,Wallingford Senior Center,00:00.0,00:00.0,,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98105,69,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Exercise
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98115,70,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I just like senior center,Lunch
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98115,71,Not Specified,Most of the Time,Not Specified,Most of the Time,Not Specified,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Not Specified,NULL,Just lunch
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98122,72,Not Specified,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Not Specified,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,I have been coming to the WCSC for about a year. Since I come for nerofeedback services I make sure that I always get to have a lunch that I look forward to. What a golden opportunity.,Lunch
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98102,73,Not Specified,Not Specified,Not Specified,Sometimes,Sometimes,Sometimes,Most of the Time,Almost Never,Sometimes,Most of the Time,Sometimes,Almost Never,Sometimes,Most of the Time,NULL,NULL
2015,1,Wallingford Senior Center,00:00.0,00:00.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98102,74,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,My life has more routine and something to look forward to in each day and I have more energy and brighter outlook.,"Fitness class, lunch, sing-a-long, art, breakfast"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,75,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Almost Never,Sometimes,Most of the Time,Sometimes,Almost Never,Most of the Time,Most of the Time,NULL,"Exercise class, meals, pancake breakfast, classes"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98115,76,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Keeps me and my wife engaged with others. Eat wholesome meals,"Enhanced fitness, lunch"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98115,77,Not Applicable,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Sometimes,Not Applicable,Most of the Time,Most of the Time,Keep engaged with other seniors and eat good meals.,Lunch
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98102,78,Not Specified,Sometimes,Most of the Time,Not Specified,Most of the Time,Most of the Time,Sometimes,Not Specified,Not Specified,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Learned very good exercises that I now also do at home to keep limber,"Enhanced fitness, Brain dance class"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98115,79,Not Applicable,Sometimes,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Almost Never,Most of the Time,Sometimes,Sometimes,NULL,"Women's groups, some meditation. computer work"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98105,80,Almost Never,Sometimes,Most of the Time,Not Applicable,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"Exercise, knitting, food instruction."
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,81,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Not Applicable,Not Applicable,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,NULL,"Yoga, exercise, foot care"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,82,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,I serve more than receive at the senior center. I feel useful and a computer mentor.,"book group, some meals, mentoring,"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98115,83,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,"It has made me so that never again, when I don't know where to go to ask for help, to refrain from asking at a senior center or a social worker.","Occasional classes, outings, etc."
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98115,84,Not Specified,Most of the Time,Not Specified,Not Specified,Not Specified,Most of the Time,Not Specified,Not Specified,Not Specified,Not Specified,Most of the Time,Not Specified,Not Specified,Not Specified,NULL,Bridge
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98103,85,Not Applicable,Sometimes,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Definite health benefits. Met new people I enjoy. Staff is welcoming,"Exercise, computer seminars & individual classes."
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,86,Not Applicable,Sometimes,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Almost Never,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,More active.,"Yoga, exercise, foot care"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98125,87,Almost Never,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Great meals and friendly.,Eating  and sing-a-long
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98103,88,Not Applicable,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I feel happier to get up and out of the house to see people. Eat better & no cooking for me.,"Eating, games, exercise."
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98115,89,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Got new connections there, help with computer issues, jpb leads.","Classes, safe driving, meet clients there, eat lunch"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,90,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,It has not changed my life. I am grateful to use the computer for email.,NULL
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98125,91,Not Applicable,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,See my friends regularly,"Lunch, crafts, newspaper reading, field trips"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98105,92,Almost Never,Sometimes,Most of the Time,Not Specified,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,"The staff and members are supportive, encouraging people , go out of there way to talk to me.","Lunch, exercise"
2015,1,Wallingford Senior Center,00:00.0,00:00.0,Other ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98103,93,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,NULL,NULL
2015,1,Wallingford Senior Center,00:00.0,00:00.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98105,94,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Almost Never,Not Applicable,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,"It gives me a purpose on the days that I go, so far at least 2 a week.",NULL
2015,1,South Park Senior Center,00:00.0,00:00.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98108,95,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,My life is completely centered around the senior center. I volunteer a lot of help in the office.,"Meals, EF Exercise, Tai Ji Quan, trips, karaoke, jigsaw puzzles"
2015,1,South Park Senior Center,00:00.0,00:00.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98108,96,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Not Applicable,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,NULL
2015,1,South Park Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98106,97,Not Applicable,Sometimes,Not Specified,Not Specified,Sometimes,Not Specified,Not Specified,Not Specified,Not Specified,Sometimes,Not Specified,Not Specified,Sometimes,Sometimes,Take Tai Chi,Tai Chi
2015,1,South Park Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98136,98,Almost Never,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Not Specified,Sometimes,Sometimes,Sometimes,Not Specified,Most of the Time,NULL,Ti-Chi
2015,1,South Park Senior Center,00:00.0,00:00.0,Other ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,99,Not Specified,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,NULL
2015,1,South Park Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,100,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Feel better,Meals + Movie
2015,1,South Park Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,101,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I often [get] isolate + get depressed. I believe associating and being involved will be helpful,Dinner
2015,1,South Park Senior Center,00:00.0,00:00.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,102,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Not Specified,Sometimes,Most of the Time,Most of the Time,Most of the Time,Not Specified,Sometimes,Sometimes,Most of the Time,Very well,Dinner
2015,1,South Park Senior Center,00:00.0,00:00.0,,Not Specified,98108,103,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,NULL,Parkinson's Support
2015,1,South Park Senior Center,00:00.0,00:00.0,"Hispanic, Latino ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,104,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Feel better.,Meals + Movies + Food Bank
2015,1,South Park Senior Center,00:00.0,00:00.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98144,105,Most of the Time,Most of the Time,Most of the Time,Not Specified,Not Specified,Sometimes,Sometimes,Not Specified,Sometimes,Sometimes,Most of the Time,Not Specified,Most of the Time,Most of the Time,NULL,Volunteer Work + see friends
